age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
36,Self-emp-not-inc,148995,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
61,Private,588739,7th-8th,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
42,Local-gov,212748,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
62,Private,116812,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
27,Private,104017,10th,16,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
38,Private,65547,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3137,0,40,United-States,>50K
48,Local-gov,131991,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,>50K
22,Private,34616,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
17,Private,189511,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
33,Private,138597,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,49,United-States,<=50K
54,Self-emp-not-inc,57101,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,18,United-States,<=50K
32,Private,52199,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,30,United-States,<=50K
40,Private,160784,Assoc-acdm,15,Divorced,Other-service,Not-in-family,White,Male,0,0,36,United-States,<=50K
21,Private,111499,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,2205,24,United-States,>50K
22,Private,189382,11th,7,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
44,Private,424494,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35,Self-emp-not-inc,168837,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,140612,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
41,Private,169085,Assoc-acdm,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Yugoslavia,<=50K
23,Private,172307,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,5,United-States,<=50K
49,Local-gov,206667,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Germany,<=50K
25,Private,186534,Assoc-voc,7,Never-married,Sales,Own-child,White,Female,0,0,80,United-States,<=50K
67,Private,35424,Assoc-voc,7,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,182437,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,201908,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
37,Federal-gov,174461,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
64,Private,301007,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,55507,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Male,0,0,50,United-States,<=50K
77,Local-gov,219141,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,<=50K
61,Private,107433,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,<=50K
22,Private,162297,5th-6th,10,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,19,United-States,<=50K
39,Private,372728,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,>50K
28,Private,99233,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,55,United-States,<=50K
21,Private,204596,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,32,United-States,<=50K
52,Local-gov,176814,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
39,Private,322092,Some-college,10,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,36,United-States,<=50K
35,Private,422275,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,68,United-States,<=50K
32,Private,209423,Some-college,10,Separated,Exec-managerial,Unmarried,White,Male,0,0,55,United-States,<=50K
62,Private,217747,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,300908,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Cuba,<=50K
43,Private,79440,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
28,Private,201343,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,25864,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
67,Self-emp-not-inc,267161,Bachelors,13,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,Private,165930,12th,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
25,Private,63996,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
42,Self-emp-not-inc,77634,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
30,Private,91501,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,15,United-States,<=50K
74,Private,231865,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,252668,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,48,United-States,<=50K
35,Private,54317,Assoc-acdm,11,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,0,40,United-States,>50K
36,Private,109762,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,110408,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,7688,0,40,United-States,<=50K
31,Private,168521,10th,5,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,32,United-States,<=50K
39,Private,163237,7th-8th,10,Never-married,Exec-managerial,Other-relative,White,Female,0,1974,40,United-States,<=50K
32,Private,126364,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
61,Private,158948,Bachelors,9,Never-married,Sales,Unmarried,White,Male,0,0,35,United-States,<=50K
42,Local-gov,100605,Assoc-voc,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,194096,Assoc-voc,5,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
35,Federal-gov,281021,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,52,United-States,<=50K
23,Self-emp-inc,189759,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K
29,Private,355313,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
70,Self-emp-inc,180052,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
47,Private,51461,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
29,Local-gov,206609,7th-8th,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,55,United-States,<=50K
48,Private,169037,Bachelors,9,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,United-States,<=50K
35,Private,221936,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,80,United-States,<=50K
25,Private,375313,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,27828,0,60,United-States,>50K
32,Private,111232,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
32,Private,253250,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
33,State-gov,155433,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
50,Private,81548,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
25,Private,256000,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,44,United-States,<=50K
42,Federal-gov,372525,Some-college,10,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,50,United-States,>50K
34,Private,77146,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,2042,50,United-States,<=50K
32,Private,112945,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,218785,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
46,Private,122194,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,United-States,<=50K
75,Local-gov,57426,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Female,0,0,40,United-States,>50K
22,Private,41493,Masters,14,Never-married,Sales,Own-child,White,Female,0,0,60,El-Salvador,<=50K
42,Self-emp-not-inc,419722,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,20051,0,40,United-States,>50K
66,Private,381645,Some-college,10,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K
46,Private,195505,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,50,United-States,<=50K
29,Private,54098,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,24,United-States,<=50K
26,Self-emp-not-inc,124993,Bachelors,13,Separated,Exec-managerial,Own-child,Black,Male,0,0,25,United-States,<=50K
38,Private,119741,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
56,Private,190591,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,3137,0,10,United-States,<=50K
47,Private,173938,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,<=50K
18,Private,158688,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K
24,Federal-gov,360224,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K
22,Self-emp-not-inc,168997,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,United-States,<=50K
51,State-gov,175339,Assoc-acdm,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,210714,Assoc-voc,11,Separated,Machine-op-inspct,Unmarried,Black,Male,0,0,32,United-States,<=50K
40,Private,231286,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
49,Private,176814,10th,9,Widowed,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
54,Private,37302,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,50,United-States,<=50K
77,Private,342642,11th,7,Never-married,Protective-serv,Unmarried,White,Male,0,0,40,El-Salvador,<=50K
45,Private,160786,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
37,Self-emp-not-inc,114365,Some-college,10,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
19,Private,276664,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Federal-gov,103031,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,37,United-States,<=50K
24,Private,57423,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,207853,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K
53,Private,171926,7th-8th,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
38,Private,287988,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
72,Self-emp-not-inc,172898,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,50,United-States,<=50K
36,Private,423297,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,United-States,<=50K
48,Self-emp-inc,80324,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,99999,0,55,United-States,>50K
29,Private,348326,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K
46,Local-gov,266525,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Female,0,0,40,United-States,<=50K
18,Private,81057,Doctorate,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,105598,Masters,14,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Self-emp-not-inc,143392,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,<=50K
36,Private,226894,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Female,15024,0,60,United-States,>50K
35,Private,228057,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
25,Private,114357,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,209808,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
23,Private,231230,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
45,Private,1033222,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,201232,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
26,Local-gov,106900,Preschool,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,107452,10th,6,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,20,United-States,<=50K
38,Private,283635,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
44,Private,242521,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7688,0,40,United-States,<=50K
41,Private,203717,Doctorate,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
44,Private,248160,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,37088,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,3325,0,40,United-States,<=50K
31,Self-emp-not-inc,37088,Doctorate,9,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,40,United-States,<=50K
24,Private,187643,Prof-school,14,Separated,Sales,Not-in-family,White,Male,0,0,20,United-States,<=50K
29,Private,161662,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,South,<=50K
47,Local-gov,230329,Bachelors,7,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
24,Private,131417,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
81,Private,274657,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,48,United-States,<=50K
38,Private,162840,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Hungary,<=50K
66,Private,219266,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,203505,10th,6,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
26,State-gov,115429,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,24,United-States,<=50K
58,Private,350783,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
19,Private,341797,7th-8th,10,Never-married,Other-service,Own-child,White,Female,0,2001,35,United-States,<=50K
43,Private,153475,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,32,United-States,<=50K
51,Private,108658,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,49,United-States,>50K
42,Private,280093,11th,7,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,Private,306108,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
45,Private,32172,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,40,United-States,<=50K
45,Private,111567,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
33,Private,239781,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
52,Self-emp-inc,377692,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,<=50K
45,Private,235556,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,50,El-Salvador,<=50K
27,Private,387116,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,99185,HS-grad,9,Separated,Transport-moving,Unmarried,White,Female,0,0,52,United-States,<=50K
77,Private,153870,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
43,Private,162915,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,18,United-States,<=50K
34,Private,49308,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,White,Male,3908,0,50,United-States,>50K
34,Self-emp-not-inc,190151,Some-college,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,45,United-States,<=50K
25,Private,107452,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
28,Private,188682,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
28,Private,34340,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
37,Private,194141,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Male,0,0,45,Puerto-Rico,<=50K
66,Private,265266,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
26,Self-emp-not-inc,304283,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,26,United-States,<=50K
44,Local-gov,243678,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,England,>50K
53,Self-emp-not-inc,316101,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K
69,Private,29375,10th,11,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
58,Federal-gov,207940,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Female,0,0,40,United-States,>50K
50,Private,382078,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K
19,Self-emp-not-inc,167415,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
51,Private,124942,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K
45,Private,126754,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
26,Private,252616,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
25,Local-gov,159670,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
23,Private,324386,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
46,Private,62593,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,8,United-States,<=50K
54,Self-emp-not-inc,178778,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,42,Germany,<=50K
22,Private,69345,11th,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
41,Private,240172,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
82,Local-gov,209808,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,>50K
21,State-gov,197867,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,52,United-States,>50K
31,Self-emp-not-inc,231357,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
27,Private,56658,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,0,0,35,United-States,<=50K
24,Private,36032,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
50,Local-gov,175883,11th,7,Widowed,Transport-moving,Husband,White,Female,0,0,37,United-States,<=50K
75,Self-emp-inc,286824,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
77,Private,449101,Bachelors,13,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0,0,43,United-States,<=50K
28,Local-gov,216181,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,10,United-States,>50K
28,Self-emp-inc,117767,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Federal-gov,213226,9th,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
56,Federal-gov,78954,11th,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,60668,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,35,United-States,<=50K
34,Private,223763,HS-grad,9,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
19,Self-emp-not-inc,135606,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K
37,Private,186386,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
35,Self-emp-not-inc,195860,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,30,United-States,<=50K
71,Private,201680,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
47,Private,191957,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,United-States,<=50K
49,Private,150217,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,117222,Masters,14,Separated,Other-service,Unmarried,White,Male,0,0,44,United-States,<=50K
34,Private,121036,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Female,0,0,40,United-States,<=50K
54,Self-emp-not-inc,204704,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,52532,12th,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
54,Private,203635,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,Ireland,<=50K
61,Self-emp-not-inc,196123,HS-grad,9,Widowed,Protective-serv,Unmarried,White,Male,0,0,49,United-States,<=50K
22,Private,205499,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Male,0,0,50,El-Salvador,<=50K
33,Private,32059,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,60,United-States,<=50K
19,Private,253841,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,<=50K
35,Private,161857,Bachelors,13,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
33,Local-gov,295591,Assoc-voc,7,Divorced,Adm-clerical,Not-in-family,White,Female,2176,0,40,United-States,<=50K
